Year,Title,Length,Director,Genre,Country,Screenings,Admissions,Gross Box Office
2018,Tudo a Nu na Normandia,LM,Philippe Le Guay,"Drama, Comédia",FR,326,2448,"13062,32"
2018,Tudo o Que Imagino,CM,Leonor Noivo,Drama,PT,1,24,"0,00"
2018,Tully,LM,Jason Reitman,"Drama, Comédia",US,1204,9259,"48909,50"
2018,Últimas Conversas,LM,Eduardo Coutinho,"Drama, Educação",BR,13,106,"360,50"
2018,Um Americano em Paris - O Musical,N/D,"Ross MacGibbon, Christopher Wheeldon",Musical,GB,10,214,"2259,48"
2018,Um Ano Mais,LM,Mike Leigh,"Drama, Comédia",GB,1,33,"0,00"
2018,Um Bilhete Para Longe Daqui,LM,Dominic Savage,Drama,GB,319,2918,"15880,05"
2018,Um Certo Joaquim,LM,Marcelo Gomes,Drama,"PT, ES, BR",58,656,"3127,58"
2018,Um Crime no Expresso do Oriente,LM,Kenneth Branagh,"Drama, Policial","US, MT",251,4640,"25341,97"
2018,Um Desastre de Artista,LM,James Franco,"Drama, Comédia, Biografia",US,1366,18632,"98205,78"
2018,Um Desconhecido em Casa,LM,George Ratliff,Thriller,US,359,3927,"20568,00"
2018,Um gato sem nome,CM,Carlos Cruz,Aventura,PT,30,1127,"10,00"
2018,Um Gato Sem Nome E Outros Filmes,Mista,"Sérgio Nogueira, Cláudio Sá, Carlos Cruz, Francisco Lança, Cláudio Jordão, Vítor Lopes","Drama, Fantasia",PT,3,202,"0,00"
2018,Um Homem Chamado Ove,LM,Hannes Holm,"Drama, Comédia",SE,6,810,"27,50"
2018,Um Homem de Família,LM,Mark Williams,Drama,"US, CA",1,8,"18,80"
2018,Um Lugar ao Sol,LM,Gabriel Mascaro,Drama,BR,1,37,"71,00"
2018,Um Lugar Silencioso,LM,John Krasinski,"Drama, Terror, Ficção Científica",US,4760,66097,"352888,30"
2018,Um Monstro de Mil Cabeças,LM,Rodrigo Plá,"Drama, Thriller",MX,1,6,"24,00"
2018,Um Monstro em Paris,LM,Bibo Bergeron,"Comédia, Aventura",FR,6,77,"201,40"
2018,Um Novo Caminho,LM,Ben Lewin,"Drama, Comédia",US,39,158,"795,85"
2018,Um Pequeno Favor,LM,Paul Feig,"Drama, Policial",US,2582,36888,"194428,61"
2018,Um Ritmo Perfeito 3,LM,Trish Sie,"Comédia, Artes",US,533,5942,"30409,75"
2018,Um Roubo no Hipódromo,LM,Stanley Kubrick,"Drama, Policial",US,2,131,"0,00"
2018,Um Senhor Doutor!,LM,Lorraine Lévy,Comédia,"FR, BE",347,3190,"17140,85"
2018,Um Sonho Possível,LM,John Lee Hancock,"Drama, Biografia, Desporto",US,1,113,"0,00"
2018,Um Susto de Família,LM,Holger Tappe,Comédia,"DE, GB",2,253,"156,00"
2018,Um Verão de Amor,LM,Ingmar Bergman,"Drama, Romance",SE,3,63,"299,50"
2018,Um Voo em Grande,LM,"Toby Genkel, Reza Memari",Aventura,"US, DE, BE, LU, NO",29,2817,"5019,30"
2018,Uma Aventura do Outro Mundo,LM,"Christoph Lauenstein, Wolfgang Lauenstein","Comédia, Aventura","DE, LU, DK",2245,33062,"160939,19"
2018,"Uma Breve História da Princesa X (exibido com ""Eis o Admirável Mundo em Rede"")",CM,Gabriel Abrantes,Biografia,"PT, FR, GB",1,71,"0,00"
2018,Uma Casa Cheia,LM,Hallie Meyers-Shyer,"Drama, Romance, Comédia",US,4,310,"11,00"
2018,Uma Família Ideal,LM,Andrew Fleming,"Drama, Comédia",US,176,903,"4748,39"
2018,Uma Guerra,LM,Tobias Lindholm,"Drama, Policial, Guerra",DK,1,31,"93,50"
2018,Uma Guerra Pessoal,LM,Matthew Heineman,"Drama, Biografia, Guerra","US, GB",829,9213,"49963,00"
2018,Uma História Simples - The Straight Story,LM,David Lynch,"Drama, Aventura, Biografia","US, FR, GB",1,56,"0,00"
2018,Uma Lição de Amor,LM,Ingmar Bergman,"Drama, Comédia",SE,4,189,"787,50"
2018,Uma Mulher Doce,LM,Sergei Loznitsa,Drama,"FR, DE, NL, LT",58,652,"2723,24"
2018,Uma Mulher Fantástica,LM,Sebastián Lelio,Drama,"US, DE, ES, CL",92,1732,"6299,22"
2018,Uma Mulher Não Chora,LM,Fatih Akin,"Drama, Policial","FR, DE",583,7329,"35206,01"
2018,Uma Pastelaria em Tóquio,LM,Naomi Kawase,Drama,"FR, DE, JP",2,47,"237,50"
2018,Uma Pedra no Bolso,LM,Joaquim Pinto,Drama,PT,1,36,"0,00"
2018,Uma viagem pelo cinema francês com Bertrand Tavernier,LM,Bertrand Tavernier,Biografia,FR,2,28,"76,00"
2018,Uma Vida Difícil,LM,Dino Risi,"Drama, Comédia, Guerra",IT,1,35,"0,00"
2018,Uma Vida Independente,LM,Vitali Kanevsky,Drama,"FR, RU, GB",2,10,"24,00"
2018,Uma Vida Normal,LM,Joaquim Leitão,"Drama, Comédia","PT, ES",1,35,"0,00"
2018,Uma Vida Sublime,LM,Luís Diogo,Drama,PT,1,115,"428,00"
2018,Uncle Drew - Uma Equipa de Loucos,LM,Charles Stone III,"Comédia, Desporto",US,444,3691,"19457,60"
2018,United States of Love,LM,Tomasz Wasilewski,Drama,"SE, PL",14,102,"324,00"
2018,"Utoya, 22 de Julho",LM,Erik Poppe,"Drama, Thriller",NO,204,1223,"6414,39"
2018,Vadhayiyaan Ji Vadhayiyaan,LM,Smeep Kang,Comédia,IN,12,307,"1935,10"
2018,"Vai, Vai Virgem Pela Segunda Vez",LM,Kôji Wakamatsu,Drama,JP,2,18,"74,00"
2018,Valhalla Americano,LM,"Josh Homme, Andreas Neumann",Artes,US,1,56,"205,43"
2018,Vando Vulgo Vedita,CM,"Leonardo Mouramateus, Andréia Pires",Drama,BR,1,24,"0,00"
2018,Vazante (2016),LM,Daniela Thomas,Drama,"PT, BR",47,357,"1550,24"
2018,Vedações,LM,Denzel Washington,Drama,US,4,275,"15,50"
2018,Velvet Goldmine,LM,Todd Haynes,Drama,"US, GB",1,85,"0,00"
2018,Vendeta,LM,Coralie Fargeat,"Thriller, Acção, Terror",FR,633,4900,"26566,04"
2018,Veneno,LM,Sacha Guitry,"Comédia, Policial",FR,34,609,"2690,00"
2018,Venom,LM,Ruben Fleischer,"Acção, Terror, Ficção Científica",US,7990,290876,"1531161,05"
2018,Ventos de Agosto,LM,Gabriel Mascaro,Drama,BR,1,23,"0,00"
2018,Verão 1993,LM,Carla Simón,Drama,ES,96,1121,"4718,32"
2018,Verão Danado,LM,Pedro Cabeleira,Drama,PT,7,314,"224,50"
2018,Verdade ou Consequência,LM,Jeff Wadlow,"Thriller, Terror",US,3126,50488,"273667,37"
2018,Vermelho Grain,CM,Patrícia Black,Desporto,BR,1,41,"0,00"
2018,Verónica,LM,Paco Plaza,"Drama, Terror",ES,473,3808,"20259,22"
2018,Viagem a Lisboa,LM,Wim Wenders,"Drama, Artes","PT, DE",2,12,"53,00"
2018,Viagem a Tóquio,LM,Yasujirô Ozu,Drama,JP,7,173,"867,50"
2018,Viagem em Itália,LM,Roberto Rossellini,"Drama, Romance","FR, IT",1,38,"84,00"
2018,Vihta,CM,François Bierry,Comédia,"FR, BE",1,10,"0,00"
2018,Vingadores: Guerra do Infinito,LM,"Anthony Russo, Joe Russo","Fantasia, Aventura, Acção",US,10679,408441,"2419871,98"
2018,"Vinicius de Moraes, Um Rapaz de Família",CM,Suzana de Moraes,Biografia,BR,7,47,"127,00"
2018,Viridiana,LM,Luis Buñuel,Drama,"MX, ES",1,30,"105,00"
2018,Viseu,CM,F. de Almeida Moreira,N/D,PT,2,250,"0,00"
2018,Visita ou Memórias e Confissões + O Velho do Restelo,Mista,Manoel de Oliveira,(em branco),PT,1,50,"0,00"
2018,Viúvas,LM,Steve McQueen,"Drama, Romance, Policial","US, GB",3218,69050,"372989,67"
2018,Vive,LM,Andy Serkis,"Drama, Romance, Biografia",GB,2,32,"140,65"
2018,Volta à Terra,LM,João Pedro Plácido,Épico/Histórico,PT,1,6,"5,00"
2018,Walesa,LM,Andrzej Wajda,"Drama, Biografia",PL,1,16,"0,00"
2018,Western,LM,Valeska Grisebach,Drama,"DE, BG, AT",156,2141,"8029,90"
2018,What Is Democracy,LM,Astra Taylor,"Épico/Histórico, Educação",CA,1,178,"0,00"
2018,Wildling - A Última Criatura,LM,Fritz Böhm,"Drama, Fantasia, Terror",US,486,5006,"27351,03"
2018,Winx - A Aventura Mágica,LM,Iginio Straffi,"Fantasia, Aventura",IT,1,20,"15,00"
2018,Wonder - Encantador,LM,Stephen Chbosky,Drama,"US, HK",719,14139,"72120,85"
2018,Wonderstruck: O Museu das Maravilhas,LM,Todd Haynes,Drama,US,623,5808,"29528,52"
2018,"Xixi, Cama!",LM,Emmanuel Gillibert,Comédia,FR,330,2055,"10841,59"
2018,Yardie,LM,Idris Elba,Policial,GB,186,1035,"5564,12"
2018,Yvone Kane,LM,Margarida Cardoso,Drama,"PT, BR, MZ",1,45,"0,00"
2018,Zama,LM,Lucrecia Martel,Drama,"PT, US, FR, NL, MX, AR, ES, BR, CH, LB, DO",217,2027,"7822,48"
2018,Zambézia,LM,Wayne Thornley,"Comédia, Aventura",ZA,1,105,"210,00"
2018,Zatoichi,LM,Takeshi Kitano,"Drama, Comédia, Acção",JP,2,20,"85,00"
2018,Zé e o Pinguim,CM,Francisco Lança,Drama,PT,6,223,"0,00"
2018,Zéfiro,CM,José Álvaro Morais,Épico/Histórico,PT,1,39,"0,00"
2018,Zeus,LM,Paulo Filipe Monteiro,Drama,PT,5,255,"71,80"
2018,Zoe,LM,Drake Doremus,"Romance, Ficção Científica",US,374,2288,"12268,05"
2019,Mar,LM,Margarida Gil,Drama,PT,123,465,"2449,45"
2019,Agosto,LM,Jorge Silva Melo,Drama,"PT, FR",1,18,"85,00"
2019,#Lingo,CM,Vicente Nirõ,Comédia,PT,2,70,"0,00"
2019,...Quando Troveja,LM,Manuel Mozos,Drama,PT,1,10,"1,50"
2019,10 Minutos,LM,Brian A. Miller,"Acção, Policial","US, CA",645,4793,"25026,22"
2019,11 Minutos,LM,Jerzy Skolimowski,"Drama, Thriller","IE, PL",1,13,"28,00"
2019,1111,CM,M.F. Costa e Silva,Thriller,PT,8,14,"0,00"
2019,15 Bilhões de Fatias de Deus,CM,Cláudio Jordão,N/D,PT,6,18,"0,00"
2019,15ª Pedra: Manoel de Oliveira e João Bénard da Costa em Conversa Filmada,LM,Rita Azevedo Gomes,Biografia,PT,1,7,"7,50"
2019,1900,LM,Bernardo Bertolucci,"Drama, Épico/Histórico","FR, IT, DE",1,72,"346,50"
2019,1960,LM,Rodrigo Areias,Biografia,"PT, US, MX, JP, BR, RU, GB, FI",1,9,"36,00"
2019,2+2,CM,João Sousa Cardoso,Épico/Histórico,PT,1,32,"104,00"
2019,21 Pontes,LM,Brian Kirk,"Drama, Acção, Policial",US,1675,23888,"127670,16"
2019,24 City,LM,Jia Zhang-ke,Drama,"JP, CN, HK",1,11,"56,00"
2019,32 Curtas Metragens Sobre Glenn Gould,LM,François Girard,"Drama, Biografia, Artes","PT, NL, CA, FI",1,32,"166,25"
2019,47 Metros: Medo Profundo,LM,Johannes Roberts,"Drama, Aventura, Terror","US, GB",1889,25748,"139143,90"
2019,48,LM,Susana de Sousa Dias,"Drama, Policial",PT,1,25,"0,00"
2019,50 Pesos Argentinos,CM,Bernardo Cabral,Drama,PT,8,85,"0,00"
2019,7 Pecados Rurais,LM,Nicolau Breyner,Comédia,PT,1,35,"135,00"
2019,"9 Dedos (exibido com ""Como Fernando Pessoa Salvou Portugal"")",LM,F.J. Ossang,Thriller,"PT, FR",1,3,"9,00"
2019,A África de José de Guimarães,CM,Jorge Silva Melo,Artes,PT,2,34,"0,00"
2019,A Águia Voa ao Sol,LM,John Ford,"Drama, Biografia, Guerra",US,1,21,"92,50"
2019,A Angústia do Guarda-Redes no Momento do Penalty,LM,Wim Wenders,"Drama, Desporto","AT, DE",5,87,"410,75"
2019,A Aparição,LM,Xavier Giannoli,Drama,FR,1,10,"17,50"
2019,A Armadilha do Caranquejo,LM,Óscar Ruiz Navia,Drama,"FR, CO",1,35,"0,00"
2019,A Arte de Amália,LM,Bruno de Almeida,Biografia,"PT, US",1,52,"0,00"
2019,A Árvore,LM,André Gil Mata,Drama,"PT, BA",1,39,"178,10"
2019,A Árvore da Discórdia,LM,Hafsteinn Gunnar Sigurðsson,"Drama, Comédia","FR, DE, DK, IS, PL",40,542,"2097,06"
2019,A Ausência,LM,Peter Handke,Drama,"FR, DE, ES, GB",1,14,"46,50"
2019,A Basílica de São Pedro e as Basílicas Papais de Roma,LM,Luca Viotto,Artes,IT,2,429,"3781,80"
2019,A Batalha de Argel,LM,Gillo Pontecorvo,"Drama, Guerra","IT, DZ",2,65,"0,00"
2019,A Batalha de Midway,LM,Jack Smight,"Drama, Guerra, Épico/Histórico",US,2,82,"164,00"
2019,À Beira da Europa,CM,Bernardo Cabral,"Natureza, Etnográfico",PT,7,233,"0,00"
2019,À Beira do Mar Azul,LM,Boris Barnet,"Drama, Romance, Musical",SU,1,33,"0,00"
2019,A Bela Adormecida,N/D,N/D,Bailado,RU,2,254,"2678,60"
2019,A Bela de Dia,LM,Luis Buñuel,Drama,"FR, IT",1,41,"0,00"
2019,A Bela Junie,LM,Christophe Honoré,"Drama, Comédia",FR,1,8,"36,00"
2019,A Belle Époque,LM,Nicolas Bedos,Comédia,FR,269,2818,"15761,96"
2019,A Biblioteca dos Livros Rejeitados,LM,Rémi Bezançon,"Drama, Comédia","FR, BE",521,4179,"23383,61"
2019,A Camareira,LM,Lila Avilés,Drama,MX,1,8,"37,50"
2019,A Campanha do Creoula,LM,André Valentim Almeida,Épico/Histórico,PT,1,48,"0,00"
2019,A Canção do Mar,LM,Tomm Moore,Fantasia,"FR, BE, LU, DK, IE",1,325,"4,00"
2019,A Casa Junto ao Mar,LM,Robert Guédiguian,Drama,FR,4,104,"154,00"
2019,A Casa na Praça Trubnaia,LM,Boris Barnet,Comédia,RU,2,404,"1019,00"
2019,A Ciambra,LM,Jonas Carpignano,Drama,"US, FR, IT, DE, BR, SE",3,114,"222,40"
2019,A Cidade Branca,LM,Alain Tanner,Drama,"PT, CH, GB",4,159,"474,50"
2019,A Coleccionadora,LM,Éric Rohmer,"Drama, Romance, Comédia",FR,1,46,"138,00"
2019,A Comédia de Deus,LM,João César Monteiro,"Drama, Comédia","PT, FR, IT, DK",2,90,"330,00"
2019,A Comédia E A Vida,LM,Jean Renoir,"Drama, Romance, Comédia","FR, IT",2,84,"345,25"
2019,A Costa dos Murmúrios,LM,Margarida Cardoso,Drama,"PT, DE",2,55,"166,75"
2019,A Criada,LM,Park Chan-wook,"Drama, Romance",KR,1,113,"256,50"
2019,A Criança,LM,"Jean-Pierre Dardenne, Luc Dardenne","Drama, Romance, Thriller","FR, BE",1,11,"34,25"
2019,A Cuidadora,LM,János Edelényi,"Drama, Comédia","GB, HU",9,484,"173,00"
2019,A Dama de Chandor,LM,Catarina Mourão,"Biografia, Épico/Histórico",PT,1,57,"265,50"
2019,A Dança - Le Ballet de l'Opera de Paris,LM,Frederick Wiseman,Musical,"US, FR",1,35,"132,50"
2019,À Distância,LM,Lorenzo Vigas,"Drama, Romance","MX, VE",2,67,"92,02"
2019,A Doce Vida,LM,Federico Fellini,"Drama, Comédia","FR, IT",1,45,"0,00"
2019,A Dupla Viagem,CM,Teresa Garcia,N/D,PT,1,50,"0,00"
2019,A Dupla Vida de Veronique,LM,Krzysztof Kieslowski,"Drama, Romance, Fantasia","FR, NO, PL",2,44,"178,00"
2019,A Educadora de Infância,LM,Sara Colangelo,Drama,US,382,4325,"21115,74"
2019,A Emigrante,LM,James Gray,"Drama, Romance",US,1,21,"19,50"
2019,A Espada e a Rosa,LM,João Nicolau,"Drama, Fantasia, Aventura","PT, FR",1,7,"18,00"
2019,A Espera,LM,Piero Messina,Drama,"FR, IT",1,28,"58,00"
2019,A Estação do Diabo,LM,Lav Diaz,Musical,PH,5,75,"318,00"
2019,A Estrada do Tabaco,LM,John Ford,"Drama, Comédia",US,1,26,"101,75"
2019,A Eterna Desculpa,LM,Miwa Nishikawa,Drama,JP,3,72,"0,00"
2019,A Eternidade e Um Dia,LM,Theodoros Angelopoulos,Drama,"FR, IT, DE, GR",2,26,"118,00"
2019,A Face,LM,Malgorzata Szumowska,"Drama, Comédia",PL,34,271,"589,98"
2019,A Família Addams,LM,Greg Tiernan,"Comédia, Fantasia, Terror","US, CA, GB",4916,105172,"529895,84"
2019,A Favorita,LM,Yorgos Lanthimos,"Drama, Comédia, Biografia","US, IE, GB",3618,78745,"422558,37"
2019,A Febre Ferrante,LM,Giacomo Durzi,Biografia,"FR, IT",3,57,"128,00"
2019,A Feitiçaria Através dos Tempos,LM,Benjamin Christensen,"Fantasia, Terror","SE, DK",1,16,"52,00"
2019,A Feiticeira do Amor,LM,Anna Biller,"Comédia, Terror",US,1,24,"6,00"
2019,A Felicidade,CM,Jorge Silva Melo,Drama,PT,1,63,"0,00"
2019,A felicidade mora aqui,CM,Gladys Mariotto,Educação,"PT, BR, ST",3,8,"0,00"
2019,A Filha do Engano,LM,Luis Buñuel,"Drama, Comédia",MX,35,450,"2005,50"
2019,A Filha do Poceiro,LM,Marcel Pagnol,"Drama, Romance, Comédia",FR,2,70,"0,00"
2019,A Flor do Equinócio,LM,Yasujirô Ozu,"Drama, Comédia",JP,1,6,"25,00"
2019,À Flor do Mar,LM,João César Monteiro,"Drama, Romance",PT,1,24,"84,50"
2019,A Floresta das Almas Perdidas,LM,José Pedro Lopes,"Drama, Terror","PT, ES, RU, AE",2,232,"0,00"
2019,A Floresta para Árvores,LM,Maren Ade,"Drama, Comédia",DE,1,53,"101,50"
2019,A Fonte da Virgem,LM,Ingmar Bergman,Drama,SE,1,25,"94,00"
2019,A Força do Sexo Fraco,LM,Ingmar Bergman,Comédia,SE,1,3,"13,00"
2019,A Fotografia Rasgada,CM,José Vieira,N/D,"PT, FR",1,30,"0,00"
2019,A Ganha-Pão,LM,Nora Twomey,Drama,"US, CA, LU, IE",150,700,"3306,51"
2019,A Glória de Fazer Cinema em Portugal,CM,Manuel Mozos,Drama,PT,1,10,"0,00"
2019,A Grande Cidade,LM,Satyajit Ray,Drama,IN,1,57,"135,50"
2019,A Grande Família,LM,"João Pedro Marnoto, Nuno Beirão Vieira","Drama, Aventura","PT, FR",2,51,"36,00"
2019,A Grande Ilusão,LM,Jean Renoir,"Drama, Guerra",FR,1,68,"0,00"
2019,A Grande Viagem,LM,Billy Frolick,"Comédia, Aventura","US, RU",1882,31158,"146692,78"
2019,A Gravura: Esta Mútua Aprendizagem,LM,Jorge Silva Melo,Biografia,PT,1,63,"0,00"
2019,A Herança da carne,LM,Vincente Minnelli,"Drama, Romance",US,2,44,"169,00"
2019,A Herdade,LM,Tiago Guedes,Drama,PT,3321,74284,"384555,53"
2019,A Hora da Saída,LM,Sébastien Marnier,"Drama, Policial",FR,26,221,"396,86"
2019,A Idade de Ouro,LM,Luis Buñuel,"Drama, Comédia",FR,27,664,"3203,75"
2019,A Ilha dos Escravos,LM,Francisco Manso,Drama,"PT, ES, BR, MZ",1,56,"0,00"
2019,A Incrível História da Pêra Gigante,LM,"Jørgen Lerdam, Amalie Næsby Fick",Aventura,DK,460,2593,"12329,40"
2019,A Incrível História do Carteiro Cheval,LM,Nils Tavernier,Biografia,"FR, BE",536,6451,"31804,49"
2019,A Instalação do Medo,CM,Ricardo Leite,Thriller,PT,2,70,"0,00"
2019,A Irmã Mais Nova,LM,Sanna Lenken,Drama,"DE, SE",1,2,"4,00"
2019,A Janela Indiscreta,LM,Alfred Hitchcock,"Thriller, Policial",US,1,80,"201,00"
2019,A Jaula de Ouro,LM,Diego Quemada-Díez,Drama,"MX, ES, GT",1,11,"0,00"
2019,A Lagosta,LM,Yorgos Lanthimos,"Drama, Romance, Ficção Científica","US, FR, NL, IE, GB, GR",2,70,"275,90"
2019,A Letra Escarlate,LM,Wim Wenders,"Drama, Épico/Histórico","DE, ES",1,29,"154,75"
2019,A Lição,LM,"Kristina Grozeva, Petar Valchanov",Drama,"BG, GR",1,60,"263,00"
2019,A língua,CM,Adriana Martins da Silva,Drama,PT,1,39,"3,90"
2019,A Lista de Schindler,LM,Steven Spielberg,"Drama, Biografia, Épico/Histórico",US,1,47,"0,00"
2019,A Livraria,LM,Isabel Coixet,Drama,"DE, ES, GB",3,24,"108,00"
2019,A Luz da Terra Antiga,CM,Luís Oliveira Santos,N/D,PT,1,15,"0,00"
2019,A Maldição da Mulher Que Chora,LM,Michael Chaves,"Thriller, Terror",US,3633,66200,"345549,90"
2019,A Máscara,LM,Ingmar Bergman,Drama,SE,4,82,"287,20"
2019,A Melhor Juventude,LM,Marco Tullio Giordana,"Drama, Romance",IT,2,91,"427,00"
2019,A Minha Casinha,CM,Raquel Atalaia,N/D,PT,8,23,"0,00"
2019,A Minha Família do Norte,LM,Dany Boon,Comédia,FR,1,46,"113,00"
2019,A Minha Vida com John F. Donovan,LM,Xavier Dolan,Drama,"CA, GB",217,1394,"7439,82"
2019,A Minha Vida de Courgette,LM,Claude Barras,"Drama, Comédia","FR, CH",1,71,"0,00"
2019,A Moça do Calendário,LM,Helena Ignez,Drama,BR,1,29,"105,00"
2019,A Morte de Maria Malibran,LM,Werner Schroeter,Musical,DE,1,32,"160,50"
2019,A Mulher,LM,Björn Runge,Drama,"US, SE, GB",70,2115,"10446,85"
2019,A Mulher Absoluta,LM,George Cukor,"Romance, Comédia, Desporto",US,1,18,"31,00"
2019,A Mulher Canhota,LM,Peter Handke,Drama,DE,5,77,"337,00"
2019,A Mulher de Quem se Fala,LM,Kenji Mizoguchi,"Drama, Romance",JP,1,25,"19,00"
2019,A Mulher do Padeiro,LM,Marcel Pagnol,"Drama, Comédia",FR,1,40,"90,00"
2019,A Mulher sem Cabeça,LM,Lucrecia Martel,"Drama, Thriller","FR, IT, AR, ES",1,58,"109,50"
2019,A Nau Catrineta,CM,Artur Correia,Aventura,PT,1,60,"0,00"
2019,A Noite,LM,Michelangelo Antonioni,Drama,"FR, IT",1,43,"0,00"
2019,,CM,Regina Pessoa,Drama,PT,1,130,"0,00"
2019,A Nossa Música,LM,Jean-Luc Godard,"Drama, Épico/Histórico","FR, CH",1,22,"55,50"
2019,A Outra Margem,LM,Luís Filipe Rocha,Drama,"PT, BR",2,39,"0,00"
2019,A Outra...,LM,Daniel Auteuil,"Drama, Romance, Comédia","FR, BE",270,2812,"15458,99"
2019,A Ovelha Choné - O Filme,LM,"Mark Burton, Richard Starzak","Comédia, Aventura","FR, GB",10,115,"505,95"
2019,A Ovelha Choné: A Quinta Contra-Ataca,LM,Will Becher,"Comédia, Aventura","US, FR, GB",3686,95450,"463781,58"
2019,A Paixão de Camille Claudel,LM,Bruno Nuytten,"Drama, Biografia, Épico/Histórico",FR,1,4,"19,00"
2019,A Paixão dos Fortes,LM,John Ford,"Drama, Western",US,1,30,"151,50"
2019,A Pequena Sereia,LM,"Blake Harris, Chris Bouchard","Drama, Fantasia, Aventura",US,10,81,"349,55"
2019,A Pereira Brava,LM,Nuri Bilge Ceylan,Drama,"FR, DE, BG, SE, TR, BA, MK",145,2429,"10361,43"
2019,A Poeira do Tempo,LM,Theodoros Angelopoulos,Drama,"FR, IT, DE, RU, GR",1,12,"52,00"
2019,À Porta da Eternidade,LM,Julian Schnabel,"Drama, Biografia","US, FR, CH, IE, GB",925,13750,"71553,74"
2019,A Portuguesa,LM,Rita Azevedo Gomes,"Drama, Épico/Histórico",PT,111,2765,"7630,55"
2019,A Possessão de Hanna Grace,LM,Diederik Van Rooijen,"Thriller, Terror",US,2159,40313,"220121,66"
2019,A Prisão,LM,Ingmar Bergman,Drama,SE,1,16,"25,50"
2019,À Procura de Vivian Maier,LM,"John Maloof, Charlie Siskel",Biografia,US,1,31,"95,00"
2019,A Queda do Império Americano,LM,Denys Arcand,Comédia,CA,476,6451,"32833,66"
2019,A Quimera do Ouro,LM,Charles Chaplin,"Comédia, Aventura",US,1,32,"80,00"
2019,A Rainha de Espanha,LM,Fernando Trueba,"Drama, Comédia",ES,1,65,"0,00"
2019,A Rapariga Apanhada na Teia da Aranha,LM,Fede Alvarez,"Drama, Thriller, Policial","US, DE, CA, SE, GB",1,13,"48,76"
2019,A Rapariga de Parte Nenhuma,LM,Jean-Claude Brisseau,Drama,FR,1,19,"86,50"
2019,A Regra do Jogo,LM,Jean Renoir,"Drama, Comédia",FR,1,35,"0,00"
2019,A Revolução Silenciosa,LM,Lars Kraume,"Drama, Épico/Histórico",DE,1,9,"21,00"
2019,"A Ria, a Água, o Homem...",CM,Manuel Matos Barbosa,Fantasia,PT,10,274,"0,00"
2019,A Rosa do Adro,LM,George Pallu,"Drama, Romance",PT,1,134,"267,00"
2019,A Sede do Mal,LM,Orson Welles,"Thriller, Policial",US,1,37,"0,00"
2019,A Selva,LM,Leonel Vieira,"Drama, Romance","PT, ES, BR",1,56,"0,00"
2019,A Senhora Oyu,LM,Kenji Mizoguchi,Drama,JP,1,19,"27,00"
2019,A Serpente,LM,Jura Capela,Drama,BR,1,2,"10,50"
2019,A Solidão,LM,Jaime Rosales,Drama,ES,1,22,"0,00"
2019,A Song for a Prostitute,CM,Fernando Madeira,Drama,PT,4,5,"0,00"
2019,A Suspeita,CM,José Miguel Ribeiro,"Comédia, Thriller",PT,1,47,"0,00"
2019,A Toupeira,LM,Tomas Alfredson,Thriller,"FR, DE, GB",1,44,"77,50"
2019,A Turma,LM,Laurent Cantet,Drama,FR,1,56,"0,00"
2019,A última gota,CM,Rui Nelson,N/D,PT,4,153,"0,00"
2019,A Última Vez Que Vi Macau,LM,"João Pedro Rodrigues, João Rui Guerra da Mata","Drama, Musical","PT, FR",1,8,"46,50"
2019,A Ultrapassagem,LM,Dino Risi,"Drama, Comédia",IT,1,100,"0,00"
2019,A Ver o Mar,CM,"Ana Oliveira, André Puertas",N/D,PT,1,14,"0,00"
2019,A Vida de um Campeão,LM,Simon Curtis,"Drama, Comédia",US,1842,27531,"145460,74"
2019,A Vida É Um Jogo,LM,Robert Rossen,"Drama, Desporto",US,1,16,"58,25"
2019,A Vida Secreta dos Nossos Bichos,LM,"Chris Renaud, Yarrow Cheney","Comédia, Aventura","US, JP",45,1156,"4707,12"
2019,A Vida Secreta dos Nossos Bichos 2,LM,"Chris Renaud, Jonathan del Val","Comédia, Aventura","US, FR, JP",11602,274957,"1397444,80"
2019,A Vigilante,LM,Sarah Daggar-Nickson,"Drama, Policial",US,780,7342,"39807,27"
2019,A Vingança de Michael Kohlhaas,LM,Arnaud des Pallières,Drama,"FR, DE",1,19,"59,00"
2019,A Vingança de Uma Mulher,LM,Rita Azevedo Gomes,Drama,PT,1,43,"72,00"
2019,A Violação de Recy Taylor,LM,Nancy Buirski,Drama,US,33,271,"1172,10"
2019,Abelha Maia: Os Jogos de Mel,LM,"Alexs Stadermann, Noel Cleary, Sergio Delfino",Comédia,"DE, AU",1,3,"16,30"
2019,Abominável,LM,"Jill Culton, Todd Wilderman","Comédia, Aventura","US, CN",2363,49297,"233985,53"
2019,Acerta o Passo,LM,Richard Loncraine,"Drama, Romance, Comédia",GB,4,327,"8,50"
2019,Ad Astra,LM,James Gray,"Drama, Aventura","US, CN, BR",5181,92319,"528370,24"
2019,Adam und Evelyn,LM,Andreas Goldstein,"Drama, Romance",DE,1,93,"0,00"
2019,Adeus a Matiora,LM,Elem Klimov,Drama,SU,1,25,"0,00"
2019,"Adeus, Lenine!",LM,Wolfgang Becker,"Drama, Romance, Comédia",DE,58,683,"3897,49"
2019,"Adeus, Pai",LM,Luís Filipe Rocha,Drama,PT,1,330,"0,00"
2019,"Adeus, Professor",LM,Wayne Roberts,"Drama, Comédia",US,1532,22032,"118511,79"
