Year,Title,Length,Director,Genre,Country,Screenings,Admissions,Gross Box Office
2004,...Quando Troveja,LM,Manuel Mozos,Drama,PT,12,29,"113,00"
2004,11'09''01 - 11 Perspectivas,LM,"Mira Nair, Alejandro G. Iñárritu, Shôhei Imamura, Ken Loach, Sean Penn, Danis Tanovic, Samira Makhmalbaf, Youssef Chahine, Amos Gitai, Idrissa Quedraogo, Claude Lelouch",Drama,"US, FR, MX, JP, GB, IR, EG",6,147,"599,70"
2004,2046,LM,Kar-Wai Wong,"Drama, Romance, Fantasia","FR, DE, CN, HK",999,18502,"81555,45"
2004,21 Gramas,LM,Alejandro G. Iñárritu,"Drama, Thriller, Policial",US,2870,95121,"389808,15"
2004,28 Dias Depois,LM,Danny Boyle,"Thriller, Terror, Ficção Científica",GB,3,24,"96,00"
2004,5x2,LM,François Ozon,"Drama, Romance",FR,34,668,"2000,40"
2004,7 Dias em Cancun,LM,Rick de Oliveira,N/D,US,161,1980,"7557,75"
2004,8 Mulheres,LM,François Ozon,"Comédia, Policial, Musical","FR, IT",12,69,"268,00"
2004,A Bela e o Monstro,LM,"Gary Trousdale, Kirk Wise","Romance, Fantasia, Musical",US,5,227,"548,00"
2004,A Cabana Do Medo,LM,Eli Roth,Terror,US,1174,14985,"61709,11"
2004,A Câmara de Madeira,LM,Ntshaveni Wa Luruli,Drama,"FR, ZA, GB",87,463,"2086,84"
2004,A Carta,LM,Manoel de Oliveira,Drama,"PT, FR, ES",4,9,"34,20"
2004,A Casa Assombrada,LM,Rob Minkoff,"Comédia, Fantasia",US,3756,128743,"540068,55"
2004,A Casa de Campo,LM,Mike Figgis,"Thriller, Terror","US, CA, GB",3544,112372,"476660,30"
2004,A Casa Dos 1000 Cadáveres,LM,Rob Zombie,Terror,US,646,13382,"59188,67"
2004,A Comédia de Deus,LM,João César Monteiro,"Drama, Comédia","PT, FR, IT, DK",5,62,"251,00"
2004,A Companhia,LM,Robert Altman,"Drama, Romance, Artes","US, DE",396,4200,"17550,70"
2004,A Costa dos Murmúrios,LM,Margarida Cardoso,Drama,"PT, DE",606,12230,"51982,70"
2004,A Domadora De Baleias,LM,Niki Caro,"Drama, Aventura","DE, NZ",21,470,"1382,75"
2004,À Dúzia É Mais Barato,LM,Shawn Levy,Comédia,US,3860,100203,"383898,25"
2004,A Educação de Helen,LM,Garry Marshall,"Drama, Romance, Comédia",US,1463,25860,"105528,20"
2004,A Espada Mágica - Quest For Camelot,LM,Frederik Du Chau,"Fantasia, Aventura",US,9,338,"911,80"
2004,A Esquiva,LM,Abdellatif Kechiche,"Drama, Romance",FR,82,856,"3051,80"
2004,A Estação,LM,Tom McCarthy,"Drama, Comédia",US,345,3995,"16801,75"
2004,A Estranha Vida De Igby,LM,Burr Steers,"Drama, Comédia",US,335,5547,"23003,30"
2004,A Filha Do Patrão,LM,David Zucker,"Romance, Comédia",US,2088,48039,"189265,05"
2004,À Flor do Mar,LM,João César Monteiro,"Drama, Romance",PT,2,21,"87,50"
2004,A Floresta Mágica,LM,"Ángel de la Cruz, Manolo Gómez",Fantasia,ES,158,6069,"11767,25"
2004,A História do Camelo Que Chora,LM,"Byambasuren Davaa, Luigi Falorni",Drama,"DE, MN",120,1342,"4857,70"
2004,A Idade do Gelo,LM,Chris Wedge,"Comédia, Fantasia, Aventura",US,46,1469,"3764,50"
2004,A Janela em Frente,LM,Ferzan Ozpetek,"Drama, Romance","PT, IT, TR, GB",1,12,"44,00"
2004,A Janela Secreta,LM,David Koepp,Thriller,US,3946,92605,"372894,90"
2004,A Lenda do Titanic,LM,"Kim J. Ok, Orlando Corradi","Drama, Comédia","US, IT, ES",98,881,"2996,00"
2004,A Melhor Juventude,LM,Marco Tullio Giordana,"Drama, Romance",IT,732,19368,"81067,20"
2004,A Minha Namorada Tem Amnésia,LM,Peter Segal,"Romance, Comédia",US,7200,204531,"825361,09"
2004,A Minha Vida Sem Mim,LM,Isabel Coixet,"Drama, Romance","CA, ES",504,3357,"13798,65"
2004,A Miúda do Lado,LM,Luke Greenfield,"Romance, Comédia",US,1378,28183,"113197,93"
2004,A Morte Soube-nos Tão Bem,LM,Nick Hurran,"Romance, Comédia","US, DE, GB",711,6622,"28807,50"
2004,A Mulher da Casa,LM,Adam Shankman,Comédia,US,18,166,"615,00"
2004,A Outra Metade do Amor,LM,Léa Pool,"Drama, Romance",CA,306,2205,"9042,85"
2004,A Paixão de Cristo,LM,Mel Gibson,"Drama, Épico/Histórico",US,10582,720840,"3006849,33"
2004,A Passagem da Noite,LM,Luís Filipe Rocha,Drama,PT,2,398,"837,50"
2004,A Pequena Lili,LM,Claude Miller,"Drama, Romance","FR, CA",96,387,"1616,50"
2004,A Pianista,LM,Michael Haneke,"Drama, Artes","FR, DE, AT",6,63,"242,90"
2004,A Porta no Chão,LM,Tod Williams,Drama,US,63,954,"3910,06"
2004,A Praia,LM,Danny Boyle,"Drama, Romance, Aventura","US, GB",1,3,"7,50"
2004,À Procura da Terra do Nunca,LM,Marc Forster,"Drama, Comédia, Biografia","US, GB",155,6159,"23328,80"
2004,À Procura de Nemo,LM,"Andrew Stanton, Lee Unkrich","Fantasia, Aventura",US,3897,136531,"548920,09"
2004,A Quimera do Ouro,LM,Charles Chaplin,"Comédia, Aventura",US,93,617,"2395,90"
2004,A Residência Espanhola,LM,Cédric Klapisch,"Drama, Romance, Comédia","FR, ES",14,104,"411,00"
2004,A Secretária,LM,Steven Shainberg,"Drama, Romance, Comédia",US,2,92,"392,00"
2004,A Sombra do Samurai,LM,Yôji Yamada,"Drama, Romance",JP,299,3350,"13561,20"
2004,À Tua Imagem,LM,Aruna Villiers,"Drama, Thriller, Ficção Científica",FR,7,89,"312,57"
2004,A Vedação,LM,Phillip Noyce,"Drama, Aventura, Épico/Histórico",AU,1,29,"70,00"
2004,A Viagem de Carol,LM,Imanol Uribe,Drama,"PT, ES",39,164,"603,00"
2004,A Viagem De Chihiro,LM,Hayao Miyazaki,"Fantasia, Aventura",JP,2,57,"120,50"
2004,A Viagem De Movern Callar,LM,Lynne Ramsay,Drama,"CA, GB",9,65,"228,00"
2004,A Vida é um Milagre,LM,Emir Kusturica,"Romance, Comédia, Artes","FR, IT, RS, ME",1228,44755,"182611,20"
2004,A Vila,LM,M. Night Shyamalan,"Drama, Thriller, Terror",US,6734,240805,"1021917,47"
2004,A Virgem da Luxúria,LM,Arturo Ripstein,"Drama, Romance, Fantasia","PT, MX, ES",106,847,"3141,30"
2004,A Volta ao Mundo em 80 Dias,LM,Frank Coraci,"Comédia, Aventura, Acção","US, DE, IE, GB",4148,97709,"406783,46"
2004,Aconteceu Na Argentina,LM,Christopher Hampton,"Drama, Romance, Thriller","US, AR, ES, GB",513,5620,"24541,65"
2004,"Adeus, Lenine!",LM,Wolfgang Becker,"Drama, Romance, Comédia",DE,245,4722,"18620,70"
2004,Agarrado a Ti,LM,"Peter Farrelly, Bobby Farrelly",Comédia,US,1382,27400,"104011,69"
2004,Agente Triplo,LM,Éric Rohmer,"Drama, Thriller","FR, IT, ES, RU, GR",444,11819,"49177,40"
2004,Agentes Secretos,LM,Frédéric Schoendoerffer,"Thriller, Acção","FR, IT, ES",175,2580,"10974,09"
2004,Alex E Emma,LM,Rob Reiner,"Romance, Comédia",US,1220,21202,"89272,32"
2004,"Alexandre, O Grande",LM,Oliver Stone,"Biografia, Guerra, Épico/Histórico","US, FR, IT, DE, NL, GB",4073,209150,"905551,55"
2004,Alfie E As Mulheres,LM,Charles Shyer,"Drama, Romance, Comédia","US, GB",565,24462,"97340,05"
2004,Alguém Tem Que Ceder,LM,Nancy Meyers,"Drama, Romance, Comédia",US,7601,337394,"1413036,19"
2004,Alien vs. Predador,LM,Paul W.S. Anderson,"Thriller, Acção, Ficção Científica","US, DE, CA, CZ, GB",5220,155588,"668407,88"
2004,Amanhã Mudamos de Casa,LM,Chantal Akerman,Comédia,"FR, BE",152,2125,"8562,30"
2004,Amarcord,LM,Federico Fellini,"Drama, Comédia","FR, IT",17,358,"896,00"
2004,American Pie - O Casamento,LM,Jesse Dylan,"Romance, Comédia","US, DE",3,55,"211,50"
2004,American Splendor,LM,"Shari Springer Berman, Robert Pulcini","Drama, Comédia, Biografia",US,680,13470,"55044,80"
2004,Amor Sem Tréguas,LM,Michel Blanc,"Drama, Romance, Comédia","FR, IT, GB",20,154,"562,00"
2004,Amores de Verão,LM,Jim Fall,"Comédia, Aventura",US,1,117,"351,00"
2004,Anacondas: Em Busca da Orquídea Maldita,LM,Dwight H. Little,"Aventura, Acção, Terror",US,2596,54540,"228331,05"
2004,André Valente,LM,Catarina Ruivo,Drama,PT,308,2197,"6795,40"
2004,Antes do Anoitecer,LM,Richard Linklater,"Drama, Romance",US,1422,51839,"217019,77"
2004,Anything Else - A Vida E Tudo O Mais,LM,Woody Allen,"Romance, Comédia","US, FR, GB",1495,40741,"171575,20"
2004,Aos Dezassete,LM,Jeffrey Porter,"Drama, Romance, Comédia","US, CA",290,4224,"18337,90"
2004,Apanha-me Se Puderes,LM,Steven Spielberg,"Comédia, Policial, Biografia","US, CA",1,31,"108,50"
2004,Aquele Dia,LM,Raoul Ruiz,"Drama, Comédia, Policial","FR, CH",66,392,"1595,50"
2004,Ararat,LM,Atom Egoyan,"Drama, Guerra","FR, CA",4,32,"80,00"
2004,"As Aventuras de Beary, o Ursinho",LM,Peter Hastings,"Comédia, Musical",US,40,707,"1950,90"
2004,As Aventuras De Blueberry,LM,Jan Kounen,Aventura,"US, FR, MX",310,2633,"10934,31"
2004,As Aventuras de Pinóquio,LM,Steve Barron,"Fantasia, Aventura","US, FR, DE, CZ, GB",2,63,"226,00"
2004,As Bodas de Deus,LM,João César Monteiro,Comédia,"PT, FR",5,47,"175,50"
2004,As Crónicas de Riddick,LM,David Twohy,"Aventura, Acção, Ficção Científica",US,4958,148692,"626631,98"
2004,As Invasões Bárbaras,LM,Denys Arcand,"Drama, Romance, Comédia","FR, CA",522,6215,"24925,90"
2004,As Irmãs de Maria Madalena,LM,Peter Mullan,Drama,"IE, GB",2,49,"171,00"
2004,As Lágrimas Do Tigre Negro,LM,Wisit Sasanatieng,"Romance, Comédia, Acção",TH,4,12,"30,00"
2004,As Leis da Atracção,LM,Peter Howitt,"Romance, Comédia","DE, IE, GB",2711,58563,"244987,14"
2004,As Loucas Aventuras De Elvira,LM,Sam Irvin,"Comédia, Terror",US,41,536,"1861,00"
2004,As Tardes de Gaudi,LM,Susan Seidelman,"Drama, Comédia, Thriller",ES,108,538,"2128,49"
2004,As Virgens Suicidas,LM,Sofia Coppola,"Drama, Romance",US,47,657,"2430,75"
2004,Asas Partidas,LM,Nir Bergman,Drama,IL,91,531,"2234,40"
2004,Astérix e Obélix: Missão Cleópatra,LM,Alain Chabat,"Comédia, Aventura","FR, DE",1,132,"297,00"
2004,"Atlântida, O Continente Perdido",LM,"Gary Trousdale, Kirk Wise","Aventura, Ficção Científica",US,44,1268,"3115,00"
2004,Autografia,LM,Miguel Gonçalves Mendes,Biografia,PT,1,1,"4,00"
2004,Bad Boys II,LM,Michael Bay,"Comédia, Acção, Policial",US,9,104,"339,00"
2004,Bad Santa - O Anti-Pai Natal,LM,Terry Zwigoff,"Comédia, Policial","US, DE",369,7600,"30895,95"
2004,Balas & Bolinhos - O Regresso,LM,Luís Ismael,"Comédia, Aventura",PT,1855,46671,"184876,86"
2004,Baran,LM,Majid Majidi,"Drama, Romance",IR,220,2022,"8013,50"
2004,Belleville Rendez-Vous,LM,Sylvain Chomet,Comédia,"FR, CA, BE, GB, LV",1581,33784,"142425,00"
2004,Below - Maldição Submersa,LM,David Twohy,"Thriller, Terror",US,5,207,"312,00"
2004,Bem me quer... Mal me quer,LM,Laetitia Colombani,"Romance, Thriller",FR,141,1871,"7374,20"
2004,Bem Vindos À Selva,LM,Peter Berg,"Comédia, Aventura, Acção",US,1912,55379,"220333,48"
2004,Bicicleta De Pequim,LM,Xiaoshuai Wang,Drama,"FR, CN, TW",4,37,"92,50"
2004,Boa Viagem,LM,Jean-Paul Rappeneau,"Drama, Romance, Comédia",FR,1,51,"153,00"
2004,"Bom Dia, Noite",LM,Marco Bellocchio,"Drama, Épico/Histórico",IT,278,4260,"16988,70"
2004,Boris e Jeremias,CM,Pedro Caldas,"Drama, Comédia",PT,3,59,"177,00"
2004,Bowling for Columbine,LM,Michael Moore,Épico/Histórico,"US, DE, CA",21,173,"658,00"
2004,Branca de Neve,LM,João César Monteiro,Drama,PT,2,18,"71,00"
2004,Bug - Que Grande Embrulhada,LM,"Phil Hay, Matt Manfredi",Comédia,US,94,1687,"6215,50"
2004,Bully - Estranhas Amizades,LM,Larry Clark,"Drama, Policial","US, FR",276,8600,"33824,50"
2004,Cabine Telefónica,LM,Joel Schumacher,"Thriller, Policial",US,2,29,"124,90"
2004,Caçadores de Mentes,LM,Renny Harlin,"Thriller, Policial","US, NL, GB, FI",1242,56497,"233645,82"
2004,Cala-Te,LM,Francis Veber,"Comédia, Policial",FR,360,3574,"15629,90"
2004,Carandiru,LM,Hector Babenco,"Drama, Policial","IT, AR, BR",925,22738,"96698,10"
2004,Carmen,LM,Vicente Aranda,"Drama, Romance","IT, ES, GB",463,4178,"17264,20"
2004,"Carne Fresca, Procura-Se",LM,Anders Thomas Jensen,"Drama, Comédia",DK,194,3995,"15873,70"
2004,Casa De Loucos,LM,Andrey Konchalovskiy,"Drama, Romance, Artes","FR, RU",87,760,"2787,20"
2004,Catwoman,LM,Pitof,"Fantasia, Acção","US, AU",3345,85305,"355798,09"
2004,Chungking Express,LM,Kar-Wai Wong,"Drama, Romance",HK,1,6,"24,00"
2004,Cidade de Deus,LM,"Fernando Meirelles, Kátia Lund","Drama, Policial","FR, BR",92,1642,"6535,20"
2004,Coffee And Cigarettes - Café E Cigarros,LM,Jim Jarmusch,"Drama, Comédia, Artes","US, IT, JP",742,10131,"41253,80"
2004,Coisas de Bruxas,LM,José Miguel Juárez,"Drama, Comédia, Acção",ES,477,5179,"22082,95"
2004,Coisas Secretas,LM,Jean-Claude Brisseau,"Drama, Comédia, Fantasia",FR,195,4389,"18474,30"
2004,Colateral,LM,Michael Mann,"Thriller, Acção",US,7394,242373,"1047528,08"
2004,Cold Mountain,LM,Anthony Minghella,"Romance, Guerra","US, IT, GB, RO",4408,148610,"630252,36"
2004,Comboio de Sombras,LM,José Luis Guerín,Drama,ES,15,294,"1095,00"
2004,Como Cães E Gatos,LM,Lawrence Guterman,"Comédia, Aventura, Acção","US, AU",3,132,"290,50"
2004,Como Matar O Cão Do Vizinho,LM,Michael Kalesniko,"Drama, Comédia","US, DE",70,2215,"7790,88"
2004,Como Perder um Homem em 10 Dias,LM,Donald Petrie,"Romance, Comédia","US, DE",2,234,"819,00"
2004,Connie e Carla,LM,Michael Lembeck,"Comédia, Policial, Artes",US,928,10043,"42261,23"
2004,Crueldade Intolerável,LM,"Ethan Coen, Joel Coen","Romance, Comédia, Policial",US,3,42,"164,50"
2004,Culpa Humana,LM,Robert Benton,"Drama, Romance, Thriller","US, FR, DE",450,11772,"52088,36"
2004,Cypher,LM,Vincenzo Natali,"Thriller, Ficção Científica","US, CA",363,3317,"13624,60"
2004,Daft Punk Apresentam Interstella 5555: A História do Sistema,LM,Kazuhisa Takenouchi,"Aventura, Acção, Artes","FR, JP",2,16,"68,85"
2004,Daqui p'ra alegria,LM,Jeanne Waltz,Drama,PT,42,352,"1241,00"
2004,Darkness Falls Terror Na Escuridão,LM,Jonathan Liebesman,"Thriller, Terror","US, AU",3,14,"56,00"
2004,"De Repente, Já nos 30!",LM,Gary Winick,"Romance, Comédia, Fantasia",US,2840,80645,"332765,16"
2004,Dead End - Terror Sem Fim,LM,"Jean-Baptiste Andrea, Fabrice Canepa","Thriller, Terror","US, FR",292,4094,"17027,45"
2004,De-Lovely,LM,Irwin Winkler,"Drama, Musical, Biografia","US, GB",811,15493,"69384,74"
2004,Desaparecidas,LM,Ron Howard,"Thriller, Aventura",US,1868,41616,"177015,05"
2004,Desassossego,LM,Catarina Mourão,Drama,PT,39,375,"1484,80"
2004,Desejos Virtuais,LM,Lynn Hershman-Leeson,"Drama, Romance, Comédia","US, DE, GB",50,633,"2337,70"
2004,Deserto em Chamas,LM,Louis-Pascal Couvelaire,"Aventura, Acção, Policial",FR,59,1103,"4030,70"
2004,Deus É Brasileiro,LM,Carlos Diegues,"Comédia, Fantasia, Aventura",BR,39,565,"2295,00"
2004,Deus Sabe Quanto Amei,LM,Vincente Minnelli,"Drama, Romance",US,3,21,"52,50"
2004,Diários de Che Guevara,LM,Walter Salles,"Drama, Aventura, Biografia","US, FR, DE, AR, BR, GB, CL, PE",2018,68428,"297250,78"
2004,Dias de Futebol,LM,David Serrano,Comédia,ES,145,748,"3085,95"
2004,Dinheiro Marcado,LM,Predrag Antonijevic,"Thriller, Acção, Policial","US, AW",323,6599,"26190,90"
2004,Dirty Dancing 2 - Noites de Havana,LM,Guy Ferland,"Drama, Romance, Artes",US,2469,44266,"182844,10"
2004,Disponível Para Amar,LM,Kar-Wai Wong,"Drama, Romance","FR, HK",2,48,"189,00"
2004,Dogville,LM,Lars von Trier,"Drama, Thriller","FR, DE, SE, DK, GB",206,3230,"12299,50"
2004,Dolls,LM,Takeshi Kitano,"Drama, Romance",JP,11,201,"502,50"
2004,Donnie Darko,LM,Richard Kelly,"Thriller, Ficção Científica",US,2,39,"161,20"
2004,Dou-Te Os Meus Olhos,LM,Icíar Bollaín,"Drama, Romance",ES,283,3161,"13081,40"
2004,Duplex,LM,Danny Devito,Comédia,"US, DE",3335,87375,"360386,87"
2004,É Agora Ou Nunca,LM,Miguel Arteta,"Drama, Romance, Comédia","US, DE, NL",298,4449,"18782,40"
2004,É Mais Fácil Um Camelo...,LM,Valeria Bruni Tedeschi,"Drama, Comédia, Aventura","FR, IT",8,86,"215,00"
2004,E.T. - O Extraterrestre,LM,Steven Spielberg,"Fantasia, Aventura, Ficção Científica",US,15,243,"646,70"
2004,Efeito Borboleta,LM,"Eric Bress, J. Mackye Gruber","Thriller, Ficção Científica","US, CA",1190,16773,"72057,60"
2004,El Cid - A Lenda,LM,Jose Pozo,"Aventura, Biografia",ES,1988,33084,"127430,44"
2004,Electric Dragon 80.000 V,CM,Gakuryû Ishii,"Drama, Fantasia, Ficção Científica",JP,1,11,"17,16"
2004,Elefante,LM,Gus Van Sant,"Drama, Thriller, Policial",US,229,4519,"18430,15"
2004,Elf - O Falso Duende,LM,Jon Favreau,"Comédia, Fantasia","US, DE",4,97,"207,65"
2004,Ella Encantada,LM,Tommy O'Haver,"Comédia, Fantasia","US, IE, GB",742,8557,"33241,65"
2004,Em Fuga,LM,Lucas Belvaux,"Drama, Thriller, Policial","FR, BE",86,1084,"4104,50"
2004,Embriagado De Mulheres E De Pintura,LM,Kwon-taek Im,"Drama, Biografia",KR,3,16,"40,00"
2004,Encontros Fatídicos,LM,Brian Gilbert,"Romance, Thriller",GB,10,126,"454,50"
2004,Entre Estranhos,LM,Edoardo Ponti,Drama,"US, IT, CA",93,898,"3395,65"
2004,Era Uma Vez no México,LM,Robert Rodriguez,"Acção, Western",US,660,15126,"62431,84"
2004,Era Uma Vez... Um Pai,LM,Kevin Smith,"Drama, Romance, Comédia",US,817,9010,"35733,40"
2004,Erin Brockovich,LM,Steven Soderbergh,"Drama, Romance, Biografia",US,1,16,"25,00"
2004,És a Nossa Fé,CM,Edgar Pêra,Aventura,PT,46,523,"1914,10"
2004,Escola de Rock,LM,Richard Linklater,"Comédia, Musical","US, DE",2776,55853,"230703,94"
2004,Escolha Perigosa,LM,Rob Schmidt,"Thriller, Terror","US, DE",1223,24309,"102757,17"
2004,Espírito Selvagem,LM,Billy Bob Thornton,"Drama, Romance, Western",US,3,101,"294,30"
2004,Estranhos De Passagem,LM,Stephen Frears,"Drama, Thriller, Policial",GB,40,643,"2014,50"
2004,"Eu CEu César, 10 Anos e 1/2 1,39",LM,Richard Berry,"Drama, Romance, Comédia",FR,96,587,"2643,70"
2004,"Eu, Robot",LM,Alex Proyas,"Thriller, Acção, Ficção Científica","US, DE",5943,202531,"852925,52"
2004,Evelyn,LM,Bruce Beresford,Drama,"US, DE, NL, IE, GB",556,10352,"43829,00"
2004,Exército Das Trevas,LM,Sam Raimi,"Comédia, Fantasia, Terror",US,3,31,"116,00"
2004,Exorcista - O Princípio,LM,Renny Harlin,"Thriller, Terror",US,4030,116380,"498997,83"
2004,Fahrenheit 9/11,LM,Michael Moore,"Guerra, Épico/Histórico",US,3843,143320,"614689,80"
2004,Falsas Aparências 2,LM,Howard Deutch,"Comédia, Thriller, Policial",US,1756,34778,"139190,76"
2004,"Fanfan, O Sedutor",LM,Gérard Krawczyk,"Romance, Comédia, Aventura",FR,149,1197,"4606,55"
2004,Fear X - O Medo,LM,Nicolas Winding Refn,Thriller,"CA, BR, DK, GB",109,683,"2905,75"
2004,Felizes Juntos,LM,Kar-Wai Wong,"Drama, Romance","JP, HK, KR",3,25,"100,00"
2004,Fellini Oito e Meio,LM,Federico Fellini,"Drama, Fantasia","FR, IT",94,2384,"10463,80"
2004,Freddy Contra Jason,LM,Ronny Yu,"Thriller, Terror","US, IT, CA",65,934,"3647,25"
2004,Gangsters,LM,Olivier Marchal,"Drama, Acção, Policial","FR, BE",85,532,"2018,25"
2004,Garfield,LM,Peter Hewitt,"Comédia, Fantasia",US,6405,256244,"1034611,99"
2004,Gémeas,LM,Ben Sombogaart,"Drama, Romance, Guerra","NL, LU",133,920,"4148,10"
2004,Gente Conhecida,LM,Daniel Algrant,"Drama, Policial","US, DE",3,66,"174,00"
2004,Ghost World - Mundo Fantasma,LM,Terry Zwigoff,"Drama, Comédia","US, DE, GB",1,10,"39,60"
2004,Giras e Terríveis,LM,Mark Waters,"Romance, Comédia","US, CA",4961,115300,"458701,85"
2004,Gomes & Tavares,LM,Gilles Paquet-Brenner,"Comédia, Acção, Policial",FR,487,9039,"36495,55"
2004,Gothika,LM,Mathieu Kassovitz,"Thriller, Terror",US,3376,124259,"504340,89"
2004,"Grande Moca, Meu",LM,Danny Leiner,"Comédia, Aventura","US, DE, CA",79,3455,"12727,89"
2004,Harry Potter e a Câmara dos Segredos,LM,Chris Columbus,"Fantasia, Aventura","US, DE, GB",1,7,"17,50"
2004,Harry Potter e a Pedra Filosofal,LM,Chris Columbus,"Fantasia, Aventura","US, GB",1,10,"25,00"
2004,Harry Potter e o Prisioneiro de Azkaban,LM,Alfonso Cuarón,"Fantasia, Aventura","US, GB",10581,532793,"2182921,99"
2004,Hellboy,LM,Guillermo Del Toro,"Fantasia, Aventura, Acção",US,3939,68079,"277863,94"
2004,Herói,LM,Yimou Zhang,"Aventura, Acção","CN, HK",62,1142,"4511,00"
2004,Hidalgo - O Grande Desafio,LM,Joe Johnston,"Aventura, Acção, Western","US, MA",4712,132566,"539488,36"
2004,Hip Hop Sem Parar,LM,Chris Stokes,"Drama, Artes",US,1978,26375,"99088,71"
2004,História de Marie e Julien,LM,Jacques Rivette,"Drama, Romance, Thriller","FR, IT",103,3240,"14335,40"
2004,História de Um Segredo,LM,Mariana Otero,"Drama, Biografia",FR,121,1789,"6691,80"
2004,Histórias Mínimas,LM,Carlos Sorin,"Drama, Comédia","AR, ES",1,15,"28,50"
2004,Homem em Fúria,LM,Tony Scott,"Thriller, Acção, Policial","US, GB",3212,83647,"354411,13"
2004,Homem-Aranha 2,LM,Sam Raimi,"Romance, Fantasia, Acção",US,9618,469265,"1924788,11"
2004,Homicídio em Hollywood,LM,Ron Shelton,"Comédia, Acção, Policial",US,228,5631,"24239,15"
2004,Honey,LM,Bille Woodruff,"Drama, Romance, Artes",US,2343,48306,"200017,06"
2004,Hotel,LM,Mike Figgis,Comédia,"IT, GB",219,2105,"8225,05"
2004,Imortal,LM,Enki Bilal,"Drama, Acção, Ficção Científica","FR, IT, GB",295,4387,"18107,10"
2004,In Hell - Prisão Infernal,LM,Ringo Lam,"Drama, Thriller, Acção",US,649,13658,"55952,05"
2004,In The Cut - Atracção Perigosa,LM,Jane Campion,Thriller,"US, AU, GB",1381,37206,"154961,92"
2004,Inadaptado,LM,Spike Jonze,"Drama, Comédia",US,1,107,"182,00"
2004,India Song,LM,Marguerite Duras,"Drama, Romance, Fantasia",FR,80,1800,"6318,00"
2004,Infiltrados,LM,"Wai-Keung Lau, Siu Fai Mak","Thriller, Policial",HK,146,1125,"4337,05"
2004,Inocência,LM,Paul Cox,"Drama, Romance","AU, BE",68,1677,"6097,45"
2004,Inocente ou Culpado?,LM,Alan Parker,"Drama, Thriller, Policial","US, DE, GB",3,79,"262,50"
2004,Intervalo,LM,John Crowley,"Drama, Comédia, Policial","IE, GB",467,6637,"26639,57"
2004,Inveja,LM,Barry Levinson,Comédia,"US, AU",861,15807,"62319,20"
2004,Irreversível,LM,Gaspar Noé,"Drama, Thriller, Policial",FR,7,58,"224,00"
2004,Janis e John,LM,Samuel Benchetrit,Comédia,"FR, ES",74,335,"1386,66"
2004,Japón,LM,Carlos Reygadas,Drama,"DE, NL, MX, ES",67,752,"2907,30"
2004,Jeepers Creepers,LM,Victor Salva,Terror,"US, DE",2,3,"12,00"
2004,Jeepers Creepers 2,LM,Victor Salva,"Thriller, Terror",US,29,392,"1639,00"
2004,Jet Lag,LM,Danièle Thompson,"Romance, Comédia","FR, GB",1,17,"51,25"
2004,Jogo de Conflitos,LM,Paul Morrison,"Drama, Comédia","FR, DE, GB",98,1205,"4909,40"
2004,Justiceiro Incorruptível,LM,Kevin Bray,"Acção, Policial",US,974,11601,"48561,92"
2004,Ken Park - Quem És Tu?,LM,"Larry Clark, Edward Lachman",Drama,"US, FR, NL",9,139,"325,00"
2004,Kenai e Koda,LM,"Aaron Blaise, Robert Walker","Fantasia, Aventura",US,5153,193588,"763516,29"
2004,Kill Bill - A Vingança,LM,Quentin Tarantino,"Thriller, Acção, Policial",US,212,2387,"8581,45"
2004,Kill Bill - A Vingança Vol 2,LM,Quentin Tarantino,"Acção, Policial",US,5523,141345,"587162,15"
2004,Kiss Me,LM,António da Cunha Telles,Drama,PT,1505,18693,"80350,12"
2004,L.I.E. - Sem Saída,LM,Michael Cuesta,Drama,US,8,54,"135,00"
2004,Lá Fora,LM,Fernando Lopes,Drama,"PT, FR",660,9364,"34836,55"
2004,Le bassin de J.W.,LM,João César Monteiro,Comédia,"PT, FR",1,9,"38,50"
2004,Lealdade Traída,LM,Marek Kanievska,"Drama, Romance","US, CA, GB, MT",295,6383,"27895,55"
2004,Lemony Snicket's: Uma Série de Desgraças,LM,Brad Silberling,"Comédia, Fantasia, Aventura","US, DE",2525,67570,"272261,59"
2004,Levity - Redenção,LM,Ed Solomon,"Drama, Policial","US, FR",361,8321,"34625,06"
2004,Liberdade Perdida,LM,Michael Oblowitz,"Acção, Policial","US, AW",145,987,"4221,30"
2004,Ligação de Alto Risco,LM,David R. Ellis,"Thriller, Policial","US, DE",1782,45817,"193991,00"
2004,Lilo & Stitch,LM,"Dean Deblois, Chris Sanders","Aventura, Ficção Científica",US,15,432,"1093,65"
2004,Lilya Para Sempre,LM,Lukas Moodysson,"Drama, Policial","SE, DK",2,35,"151,05"
2004,Loiras à Força,LM,Keenen Ivory Wayans,"Comédia, Policial",US,4210,107612,"453035,42"
2004,Looney Tunes: De Novo em Acção,LM,Joe Dante,"Comédia, Aventura","US, DE",906,24605,"97684,50"
2004,Má Educação,LM,Pedro Almodóvar,"Drama, Thriller",ES,3330,57407,"243721,35"
2004,Má Sorte,LM,Wayne Kramer,"Drama, Romance",US,460,4594,"19791,45"
2004,Madame Satã,LM,Karim Aïnouz,"Drama, Policial, Biografia","FR, BR",106,1110,"5092,40"
2004,Malina,LM,Werner Schroeter,"Drama, Romance, Fantasia","DE, AT",3,26,"102,80"
